Student ID,Age,Gender,Question ID,Topic,Difficulty Level,Question Text,Correct Answer,Response,Correct,Response Time (s),Confidence Level,Total Questions Answered,Accuracy (%),Average Response Time (s),Knowledge Gaps,Next Question Difficulty,Suggested Study Topics,Personalized Study Plan
10518,18,Female,Q61,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,21,4,11,74,12,Physics,Easy,Physics,Study major scientific concepts
10519,18,Female,Q10,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,13,4,14,70,16,Science,Hard,Chemistry,Focus on practice questions
10520,17,Female,Q66,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,22,3,19,90,16,Chemistry,Hard,Science,Focus on practice questions
10521,17,Male,Q57,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,23,89,8,History,Easy,Geography,Focus on practice questions
10522,18,Male,Q85,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,15,4,19,80,18,History,Hard,Biology,Focus on practice questions
10523,16,Female,Q95,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,14,1,15,88,20,Geography,Easy,Math,Study major scientific concepts
10524,15,Female,Q6,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,2,20,84,20,Physics,Easy,Physics,Understand mathematical formulas
10525,17,Female,Q68,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,8,4,17,79,11,Chemistry,Easy,Literature,Study major scientific concepts
10526,16,Male,Q68,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,23,2,10,95,11,Algebra,Hard,Physics,Study major scientific concepts
10527,15,Female,Q89,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,5,5,10,92,18,Math,Medium,Math,Learn about historical events
10528,16,Male,Q87,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,14,3,6,95,9,Physics,Hard,Physics,Learn about historical events
10529,16,Male,Q8,Geography,Hard,What is the capital of France?,Paris,Paris,1,24,1,18,70,20,Algebra,Medium,Algebra,Focus on practice questions
10530,17,Male,Q51,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,5,3,6,85,19,Literature,Hard,History,Learn about historical events
10531,18,Male,Q22,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,15,2,17,77,8,Math,Hard,Geography,Study major scientific concepts
10532,18,Female,Q93,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,22,5,17,72,12,Literature,Easy,History,Focus on practice questions
10533,17,Female,Q6,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,14,1,6,76,12,History,Hard,Biology,Understand mathematical formulas
10534,15,Male,Q55,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,9,1,15,85,8,Physics,Easy,Biology,Focus on practice questions
10535,18,Female,Q60,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,20,4,10,82,20,Literature,Hard,Physics,Focus on practice questions
10536,15,Male,Q95,Geography,Easy,What is the capital of France?,Paris,Paris,1,9,1,25,76,12,History,Medium,History,Understand mathematical formulas
10537,17,Female,Q88,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,13,3,23,93,11,Algebra,Easy,Math,Focus on practice questions
10538,15,Male,Q41,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,18,5,24,77,11,Algebra,Medium,Literature,Review fundamental principles
10539,15,Male,Q62,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,2,9,76,16,Literature,Medium,Science,Focus on practice questions
10540,18,Male,Q7,Geography,Hard,What is the capital of France?,Paris,Paris,1,19,5,19,90,8,Algebra,Easy,Literature,Review fundamental principles
10541,15,Male,Q80,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,6,4,10,79,16,Algebra,Hard,Algebra,Focus on practice questions
10542,18,Male,Q47,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,4,5,75,20,Math,Medium,Biology,Review fundamental principles
10543,18,Female,Q30,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,6,2,22,95,13,Physics,Easy,Math,Study major scientific concepts
10544,18,Male,Q65,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,15,2,19,75,20,Algebra,Hard,Chemistry,Learn about historical events
10545,18,Male,Q2,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,13,1,20,92,14,Science,Easy,Math,Study major scientific concepts
10546,16,Female,Q11,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,14,4,5,78,16,Math,Medium,Geography,Review fundamental principles
10547,17,Male,Q97,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,24,1,15,88,8,History,Hard,Algebra,Focus on practice questions
10548,17,Female,Q32,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,22,5,15,92,8,Science,Hard,Science,Review fundamental principles
10549,16,Female,Q10,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,17,2,15,73,16,Math,Easy,Science,Focus on practice questions
10550,17,Female,Q73,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,25,5,20,73,17,Science,Easy,History,Study major scientific concepts
10551,17,Female,Q17,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,26,2,21,89,19,Science,Easy,Literature,Review fundamental principles
10552,16,Male,Q23,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,2,9,90,9,Math,Hard,Math,Review fundamental principles
10553,16,Female,Q93,History,Easy,Who was the first President of the United States?,George Washington,Incorrect,0,10,2,19,94,10,Science,Hard,Algebra,Study major scientific concepts
10554,17,Male,Q40,Geography,Easy,What is the capital of France?,Paris,Paris,1,24,3,6,95,8,Biology,Medium,Algebra,Review fundamental principles
10555,17,Male,Q69,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,15,4,24,93,12,Literature,Easy,Biology,Review fundamental principles
10556,15,Female,Q26,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,12,2,24,70,8,History,Medium,Biology,Study major scientific concepts
10557,17,Female,Q35,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,11,3,10,84,11,Physics,Hard,History,Study major scientific concepts
10558,15,Female,Q92,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,23,4,16,88,9,Physics,Medium,Physics,Focus on practice questions
10559,16,Female,Q2,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,2,18,95,10,Math,Easy,Literature,Focus on practice questions
10560,17,Female,Q70,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,14,1,21,76,19,Literature,Easy,Literature,Understand mathematical formulas
10561,18,Female,Q19,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,15,77,15,Science,Hard,Geography,Learn about historical events
10562,17,Female,Q7,History,Medium,Who was the first President of the United States?,George Washington,Incorrect,0,26,3,7,83,14,Physics,Medium,Chemistry,Review fundamental principles
10563,17,Female,Q61,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,5,19,77,11,Literature,Easy,Biology,Understand mathematical formulas
10564,15,Male,Q41,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,14,1,16,85,14,Algebra,Hard,Literature,Study major scientific concepts
10565,17,Male,Q40,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,27,1,24,90,16,Physics,Medium,Math,Understand mathematical formulas
10566,15,Male,Q47,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,8,3,22,94,17,Physics,Hard,Algebra,Focus on practice questions
10567,16,Female,Q11,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,7,2,13,84,20,Literature,Easy,Biology,Review fundamental principles
10568,17,Female,Q83,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,14,3,13,85,20,Biology,Medium,History,Focus on practice questions
10569,16,Female,Q65,Geography,Hard,What is the capital of France?,Paris,Paris,1,7,4,17,95,8,Biology,Hard,Algebra,Review fundamental principles
10570,16,Female,Q34,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,7,1,18,91,9,Physics,Easy,Science,Focus on practice questions
10571,17,Female,Q74,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,28,3,24,74,11,Algebra,Easy,Literature,Understand mathematical formulas
10572,17,Female,Q95,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,5,16,90,9,History,Hard,Biology,Focus on practice questions
10573,17,Male,Q35,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,4,25,92,12,Literature,Medium,Physics,Focus on practice questions
10574,16,Male,Q13,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,1,7,92,9,History,Easy,History,Focus on practice questions
10575,17,Female,Q35,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,17,5,5,72,13,Math,Easy,History,Learn about historical events
10576,15,Male,Q63,Geography,Easy,What is the capital of France?,Paris,Paris,1,28,4,6,79,16,Biology,Medium,Chemistry,Focus on practice questions
10577,17,Male,Q2,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,25,1,7,77,20,Algebra,Easy,Physics,Review fundamental principles
10578,15,Male,Q16,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,4,19,80,10,Geography,Medium,Biology,Review fundamental principles
10579,17,Male,Q81,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,6,2,13,84,13,History,Medium,Math,Focus on practice questions
10580,17,Male,Q70,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,8,2,5,72,10,History,Medium,Biology,Review fundamental principles
10581,16,Female,Q94,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,9,4,18,90,15,Algebra,Medium,Algebra,Focus on practice questions
10582,18,Female,Q85,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,30,2,25,73,17,Literature,Easy,Science,Study major scientific concepts
10583,17,Male,Q15,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,18,2,8,72,19,Science,Medium,Science,Review fundamental principles
10584,17,Male,Q53,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,15,5,14,73,9,Literature,Easy,Math,Focus on practice questions
10585,16,Male,Q66,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,4,24,73,18,Science,Medium,Algebra,Study major scientific concepts
10586,17,Female,Q91,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,14,3,14,82,11,Math,Hard,Math,Study major scientific concepts
10587,17,Female,Q60,Geography,Easy,What is the capital of France?,Paris,Paris,1,12,4,10,91,18,Literature,Easy,Math,Review fundamental principles
10588,15,Male,Q37,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,22,3,7,92,20,Algebra,Medium,History,Understand mathematical formulas
10589,17,Male,Q37,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,26,4,23,74,9,Science,Medium,Biology,Focus on practice questions
10590,18,Female,Q68,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,17,5,25,91,18,Chemistry,Medium,Math,Understand mathematical formulas
10591,16,Male,Q10,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,15,2,15,88,13,Biology,Hard,Math,Review fundamental principles
10592,17,Female,Q70,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,8,1,20,88,10,Math,Easy,Literature,Review fundamental principles
10593,16,Male,Q32,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,16,3,11,75,10,Biology,Easy,Math,Understand mathematical formulas
10594,18,Female,Q15,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,17,5,23,81,13,History,Hard,Literature,Understand mathematical formulas
10595,15,Male,Q82,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,6,2,9,89,12,Geography,Medium,Biology,Study major scientific concepts
10596,18,Male,Q77,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,12,5,20,70,16,Literature,Hard,Physics,Focus on practice questions
10597,18,Female,Q75,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,13,1,8,84,20,Geography,Medium,Geography,Focus on practice questions
10598,15,Male,Q68,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,8,3,19,76,13,Algebra,Medium,Algebra,Review fundamental principles
10599,18,Female,Q100,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,13,5,22,70,19,Geography,Hard,Physics,Understand mathematical formulas
10600,18,Male,Q72,Geography,Hard,What is the capital of France?,Paris,Paris,1,19,5,10,91,16,History,Hard,Geography,Learn about historical events
10601,16,Male,Q89,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,26,3,15,73,18,Geography,Medium,Chemistry,Understand mathematical formulas
10602,17,Male,Q49,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,5,15,95,10,Algebra,Medium,Science,Review fundamental principles
10603,15,Female,Q59,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,18,1,17,85,19,Algebra,Easy,Algebra,Study major scientific concepts
10604,16,Female,Q15,Geography,Hard,What is the capital of France?,Paris,Incorrect,0,24,4,20,74,20,History,Medium,Algebra,Learn about historical events
10605,17,Female,Q19,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,26,5,18,76,16,Algebra,Hard,Math,Study major scientific concepts
10606,15,Female,Q13,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,11,2,23,76,13,Biology,Medium,History,Study major scientific concepts
10607,16,Male,Q62,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,11,2,14,87,17,Science,Medium,Science,Learn about historical events
10608,18,Female,Q16,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,14,2,8,80,16,Math,Easy,Physics,Study major scientific concepts
10609,18,Male,Q22,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,15,4,21,74,15,Math,Medium,Chemistry,Understand mathematical formulas
10610,15,Female,Q25,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,20,3,7,90,19,Chemistry,Easy,Chemistry,Review fundamental principles
10611,15,Male,Q64,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,14,2,19,71,10,Physics,Hard,Literature,Study major scientific concepts
10612,17,Male,Q62,Geography,Medium,What is the capital of France?,Paris,Paris,1,24,4,16,88,18,Literature,Medium,Math,Focus on practice questions
10613,15,Female,Q51,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,24,4,21,74,15,Science,Easy,Chemistry,Study major scientific concepts
10614,16,Male,Q49,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,24,1,20,95,17,Biology,Medium,Chemistry,Learn about historical events
10615,16,Female,Q47,Geography,Hard,What is the capital of France?,Paris,Paris,1,9,5,22,72,8,Algebra,Easy,Algebra,Learn about historical events
10616,17,Male,Q79,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,18,1,14,94,17,Math,Hard,Science,Understand mathematical formulas
10617,16,Male,Q86,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,30,3,11,73,18,History,Medium,Physics,Understand mathematical formulas
10618,15,Female,Q65,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,7,1,7,72,18,Literature,Medium,Algebra,Study major scientific concepts
10619,16,Female,Q33,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,5,2,9,83,19,Science,Easy,Geography,Focus on practice questions
10620,17,Male,Q42,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,9,5,5,85,11,Math,Hard,Algebra,Learn about historical events
10621,16,Female,Q87,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,1,22,85,13,Physics,Hard,Chemistry,Focus on practice questions
10622,18,Female,Q34,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,6,2,12,92,15,Physics,Hard,Biology,Learn about historical events
10623,15,Female,Q65,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,29,4,20,85,15,Math,Medium,Biology,Learn about historical events
10624,18,Female,Q40,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,16,4,6,71,11,Chemistry,Medium,Chemistry,Understand mathematical formulas
10625,15,Male,Q34,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,2,16,86,13,Chemistry,Medium,History,Understand mathematical formulas
10626,18,Female,Q71,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,7,2,12,78,17,Physics,Easy,Science,Learn about historical events
10627,16,Male,Q82,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,6,4,16,72,17,Science,Hard,Geography,Focus on practice questions
10628,16,Female,Q51,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,7,2,13,71,11,Literature,Hard,Physics,Focus on practice questions
10629,17,Female,Q12,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,29,2,11,91,11,Algebra,Medium,History,Review fundamental principles
10630,15,Male,Q89,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,23,5,8,84,19,Physics,Hard,Biology,Learn about historical events
10631,18,Female,Q69,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,24,4,18,70,11,History,Medium,Literature,Focus on practice questions
10632,18,Male,Q27,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,6,1,7,89,17,Science,Medium,Chemistry,Learn about historical events
10633,15,Male,Q98,Geography,Easy,What is the capital of France?,Paris,Paris,1,16,5,19,76,16,Geography,Hard,Literature,Review fundamental principles
10634,15,Male,Q36,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,1,10,74,14,Math,Medium,Geography,Review fundamental principles
10635,16,Female,Q24,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,29,1,7,83,17,Science,Medium,Biology,Review fundamental principles
10636,16,Female,Q79,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,17,5,13,73,8,Science,Easy,Math,Study major scientific concepts
10637,16,Female,Q12,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,28,5,13,94,9,Literature,Medium,Literature,Study major scientific concepts
10638,18,Male,Q87,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,27,5,8,77,14,Physics,Medium,Physics,Focus on practice questions
10639,16,Male,Q51,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,7,5,14,87,14,History,Easy,Literature,Focus on practice questions
10640,16,Female,Q98,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,1,12,83,11,Geography,Hard,Science,Review fundamental principles
10641,15,Male,Q68,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,17,5,6,76,15,Science,Easy,Chemistry,Learn about historical events
10642,18,Male,Q37,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,16,1,12,94,17,Geography,Easy,Algebra,Understand mathematical formulas
10643,16,Female,Q92,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,14,2,12,92,17,Chemistry,Medium,Biology,Understand mathematical formulas
10644,15,Male,Q11,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,27,3,18,77,17,Biology,Easy,Chemistry,Study major scientific concepts
10645,16,Male,Q99,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,9,3,15,81,17,Science,Medium,History,Understand mathematical formulas
10646,15,Female,Q60,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,28,2,14,94,13,Physics,Easy,Literature,Review fundamental principles
10647,16,Male,Q25,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,8,1,24,71,9,Physics,Medium,Biology,Review fundamental principles
10648,16,Female,Q56,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,5,17,77,20,Algebra,Easy,Geography,Review fundamental principles
10649,17,Male,Q99,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,16,3,10,70,15,Literature,Medium,Science,Review fundamental principles
10650,15,Female,Q42,Geography,Easy,What is the capital of France?,Paris,Paris,1,10,2,5,91,20,History,Medium,Chemistry,Learn about historical events
10651,15,Male,Q23,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,5,4,9,79,8,Geography,Medium,Math,Focus on practice questions
10652,15,Female,Q47,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,8,4,8,92,20,Science,Medium,Science,Learn about historical events
10653,17,Female,Q2,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,5,5,87,10,Science,Easy,Math,Review fundamental principles
10654,18,Female,Q68,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,18,2,23,95,18,Science,Easy,Chemistry,Review fundamental principles
10655,18,Male,Q40,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,8,3,15,92,13,Geography,Medium,Chemistry,Focus on practice questions
10656,15,Male,Q86,Geography,Hard,What is the capital of France?,Paris,Paris,1,23,4,8,73,10,Science,Easy,Algebra,Study major scientific concepts
10657,15,Male,Q51,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,1,11,83,18,Science,Medium,Science,Learn about historical events
10658,15,Female,Q22,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,26,3,14,81,10,Chemistry,Easy,History,Learn about historical events
10659,16,Male,Q16,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,4,20,76,9,Science,Easy,History,Understand mathematical formulas
10660,16,Male,Q53,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,29,5,5,87,15,Geography,Easy,Chemistry,Focus on practice questions
10661,18,Male,Q51,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,14,4,12,84,18,Science,Hard,Algebra,Review fundamental principles
10662,16,Male,Q16,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,6,3,9,75,15,Physics,Hard,Chemistry,Learn about historical events
10663,18,Male,Q27,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,4,14,84,8,Math,Easy,Biology,Study major scientific concepts
10664,15,Male,Q80,Geography,Easy,What is the capital of France?,Paris,Paris,1,13,3,25,84,19,Chemistry,Easy,Science,Understand mathematical formulas
10665,17,Female,Q41,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,1,11,73,17,Science,Hard,Literature,Learn about historical events
10666,18,Female,Q50,Geography,Medium,What is the capital of France?,Paris,Paris,1,14,4,16,82,10,Chemistry,Easy,Biology,Review fundamental principles
10667,16,Female,Q79,Geography,Medium,What is the capital of France?,Paris,Paris,1,25,2,7,85,19,Literature,Easy,Biology,Review fundamental principles
10668,18,Female,Q1,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,14,1,16,92,18,Geography,Easy,Chemistry,Learn about historical events
10669,16,Male,Q20,Geography,Hard,What is the capital of France?,Paris,Paris,1,16,1,15,88,17,Algebra,Easy,Literature,Focus on practice questions
10670,16,Male,Q18,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,25,2,5,92,11,Science,Hard,Physics,Learn about historical events
10671,18,Female,Q47,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,14,3,23,93,20,History,Easy,Literature,Learn about historical events
10672,17,Female,Q16,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,2,12,79,9,History,Medium,Algebra,Review fundamental principles
10673,15,Female,Q70,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,27,1,25,80,18,Science,Easy,Chemistry,Learn about historical events
10674,18,Male,Q25,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,10,1,24,75,19,Science,Medium,Physics,Review fundamental principles
10675,17,Male,Q11,Geography,Medium,What is the capital of France?,Paris,Paris,1,23,3,11,71,10,History,Medium,Literature,Review fundamental principles
10676,15,Female,Q3,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,30,3,12,81,20,History,Hard,History,Review fundamental principles
10677,18,Female,Q100,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,2,8,75,11,Physics,Hard,History,Study major scientific concepts
10678,15,Female,Q1,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,3,11,83,19,Science,Easy,Algebra,Study major scientific concepts
10679,18,Male,Q27,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,29,5,13,81,15,Chemistry,Easy,Math,Study major scientific concepts
10680,15,Female,Q11,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,3,17,92,17,History,Hard,Literature,Study major scientific concepts
10681,18,Male,Q81,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,7,3,17,89,11,Chemistry,Easy,Literature,Focus on practice questions
10682,15,Male,Q12,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,24,3,8,76,18,Science,Easy,Physics,Learn about historical events
10683,15,Male,Q39,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,21,2,24,94,16,Biology,Easy,Physics,Learn about historical events
10684,16,Female,Q5,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,12,5,10,90,12,Algebra,Hard,Chemistry,Learn about historical events
10685,16,Female,Q52,Geography,Medium,What is the capital of France?,Paris,Paris,1,5,4,11,89,8,Biology,Medium,Literature,Study major scientific concepts
10686,16,Male,Q13,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,22,1,9,74,19,Chemistry,Easy,Science,Study major scientific concepts
10687,17,Female,Q15,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,16,4,7,86,12,Science,Hard,Physics,Focus on practice questions
